index, id_usuario, horas_ouvidas_rock,horas_ouvidas_samba,horas_ouvidas_pop,horas_ouvidas_rap
2674, d68a4385-d290-4214-b67b-6ec44d7f4694, 6,27,14,22
2675, f8324f20-82c9-498a-a6bf-aa5a7d5e981e, 0,22,8,33
2676, a65529ff-f5aa-4fc0-8a95-2d5fb4148129, 36,3,21,29
2677, 792ffb97-c195-499d-8b50-66b64efff04f, 19,15,1,29
2678, eca36fae-05e8-4c6f-b806-b7dc4691efcb, 15,5,21,33
2679, 7c53500f-0a6d-4deb-a3a7-b8d1a6ebc1d6, 31,20,27,11
2680, 8affc8ad-f596-4a07-9e78-b80b8b590552, 28,23,10,27
2681, af183713-51e5-42df-bfe5-6c9ed1bb47c7, 23,2,9,1
2682, 67925cc7-0802-4478-acbb-c8ce8d4b3431, 37,4,19,17
2683, 1b9277a8-04f8-4e8b-ad76-958d4458c962, 18,36,13,23
2684, f5448f3f-d350-4063-88ae-244d949115d6, 24,19,19,22
2685, 7dc65291-1c5e-4195-9e60-1f132cffbb0a, 37,32,16,36
2686, 6da344a1-3c0e-41b1-a8f7-fdddda52ee8c, 12,15,34,24
2687, 4f6476b8-e30b-484c-a451-817516911cab, 6,6,26,10
2688, d254c246-c6f7-461c-8909-e1e6442fa5b8, 21,21,37,26
2689, 15d1906a-b4d3-4bf9-9b8c-0b3e3a2ac2d2, 6,33,15,37
2690, 2fb348f0-285c-4b4d-9e4e-71d71e9b7abb, 35,27,38,0
2691, 346dae68-4313-46a2-8651-127f1a1494ab, 33,1,33,20
2692, ac52d839-21b1-4732-9748-23c611f2cd20, 6,32,18,5
2693, 8da7e2b6-e962-4a6f-90bf-94eb08a8b7de, 9,37,20,9
2694, 648123d7-7dd2-439c-8f60-0c7735384097, 11,35,24,12
2695, aaff0446-0bbf-4bc1-91aa-25d21c08de19, 5,14,5,18
2696, 7d73d686-44e4-42f5-bc45-5994b742219d, 2,15,26,2
2697, 0c30300d-4fa4-486d-b33f-db620ba5930a, 2,5,7,22
2698, b9a51acc-d818-43f3-8c98-85883ad303f6, 19,34,0,16
2699, c1245751-2c5f-4b9a-a5df-a76f6522337e, 28,17,11,31
2700, 539ed0a0-139b-4d02-812c-1d60721b8163, 36,27,0,14
2701, d36e19e6-dbbc-4264-b3e1-53ec95b62798, 26,10,19,35
2702, ffa1bc31-c013-438f-95e8-08d321a28610, 10,30,4,25
2703, dc832a53-da23-4da2-8f3a-912896c8312c, 34,0,18,33
2704, f24fb97d-f07b-478c-86f1-5a4f44deb26a, 11,3,5,14
2705, 87363bb3-a75c-4389-a5d0-4757aa25d912, 26,27,39,5
2706, 89cbe0c7-376d-44a6-94c5-0f1231929043, 12,23,14,21
2707, 37038a99-72ce-422d-a81d-e69188d728d9, 11,26,9,22
2708, 9c53f5c1-d72d-4ef6-a303-2d14c5ddd945, 13,38,16,17
2709, cb0ac37b-ff83-49c2-aa13-702ec1d3f28d, 18,32,22,3
2710, 581b989d-3651-4d24-9a3e-c16348e15001, 39,25,11,31
2711, 682926cb-1712-4c47-9520-1b2a5534cf1c, 27,35,38,12
2712, a2e80cc4-7720-47ca-b566-e4c74aecde22, 16,29,29,0
2713, 18232d78-fd10-4a55-af78-fed93506df28, 4,7,27,22
2714, 16d5e907-2649-42df-b2a7-a861eaef987a, 27,0,0,4
2715, 7334538a-33d7-4f84-a39c-d7a696213bf4, 38,24,36,17
2716, 92f9ef9c-11d3-4884-a21f-444814f9eca6, 26,6,26,32
2717, 46242691-ea25-476c-991c-c6459f7a3020, 10,13,16,15
2718, 70e891ba-5331-48b7-9bc9-f37256e0ed06, 15,18,14,28
2719, 8c9c1a31-6ee3-41c8-8f31-68148079edb7, 4,25,8,35
2720, 203d5d3e-313f-40bb-8552-709308752071, 4,21,31,11
2721, d9249bb3-0a93-4a6c-8c32-d6293c0c33bc, 19,36,22,28
2722, 0dbde266-eb2d-4a75-bc82-6a525b82364f, 18,32,5,22
2723, e83ae3b2-75c7-44e5-80df-0c64453fc964, 6,5,7,14
2724, 1dd97563-9c2e-4e3c-a175-01b0a3718fce, 35,11,32,7
2725, b6126a41-bbb3-4d8c-9fff-1b26e9b688fc, 18,7,16,1
2726, 49aad011-2119-4bed-ae69-ee1521103b1a, 36,38,16,23
2727, 1621119f-2d46-48ae-94c1-704c65dc4c53, 12,23,37,0
2728, 590b06cf-3fe1-485a-b500-17bf3f6ba5b7, 31,8,10,23
2729, 61f7b150-6dcd-414e-af89-b2d309740009, 20,15,19,31
2730, 5ff3f5b2-88c9-4a46-9b2a-838e37e38927, 28,22,32,27
2731, 81f154f9-2cd0-4c16-871d-20fa39e8a597, 6,3,6,16
2732, a8327b87-9049-4af8-a878-6df16800edc8, 23,38,36,18
2733, 85cc4ff1-e441-4fb7-a22e-5f8c167fe0cc, 21,36,18,13
2734, fbe8bbd5-c373-449c-8032-fc680171c561, 2,23,17,39
2735, b2aaf10a-e62f-4c9d-9194-105857e4d989, 11,38,22,31
2736, 6ebe1762-2b74-4c9c-8052-6476b8f06429, 33,27,7,8
2737, aeff2380-2133-4b9d-ab25-d14fe6cd9eb8, 36,22,6,39
2738, c72ab594-0155-46d1-b6b9-e02ac586054f, 34,31,32,32
2739, 6c89bdd3-1d0f-46d9-9e50-c03652c4175c, 9,29,16,30
2740, 6bde1408-266d-4c99-af2c-4c38ebb43d47, 34,18,19,15
2741, db5b7ca0-d767-480a-ba0d-2231d5a2ba0a, 1,1,4,26
2742, 03effd78-9c13-48c8-905d-4d3ba0a18b62, 28,32,32,32
2743, 56c4584b-31a1-45ac-b924-816bb85357f3, 23,14,0,38
2744, 16248f44-fa28-4f84-b35d-31567ed722e0, 29,29,19,33
2745, 35c8deca-35dc-421d-9175-ae1325c91ed1, 25,20,19,29
2746, d700add0-d616-4e63-9f43-c296b9a07c03, 17,9,8,22
2747, df63ff56-4783-4410-8703-9fb2cb2d570d, 6,22,7,28
2748, 34ab127b-e688-4738-94c6-9427d06442af, 36,16,39,34
2749, 394374a6-ac14-488c-bddf-5ea7005d57b8, 28,5,34,28
2750, 924113bd-e424-42e7-afd1-bb3e9a80b71a, 5,11,1,4
2751, fdf65bd1-8bbc-4678-a07b-a255aa9aae42, 30,19,13,11
2752, 35df1045-a908-4617-a3c2-41cca1e3c25f, 16,12,31,21
2753, ed3a89ed-cfec-4a47-a33f-181a916c1306, 39,1,31,16
2754, 34958bea-b9c2-46cf-bd8b-78a10a3e911c, 35,23,28,20
2755, 9f9df816-94ad-43f4-8420-2bd018a02c92, 5,34,37,26
2756, 75df9f01-4d57-46a2-964b-9e49e9166685, 20,4,14,3
2757, fcf29a9e-59f1-4c7d-a5f7-03f514c9ac85, 2,6,36,13
2758, 9db5145d-fbfa-4a41-940b-11e5a2a26881, 21,12,17,23
2759, bdcc78a4-2d00-4d18-ba0f-845d4ca9b544, 24,8,19,39
2760, 166de2a8-7c75-40b0-a77f-aaa08a38e39f, 19,12,37,37
2761, ea55a699-8b83-4b8b-8047-f463be041d9a, 29,13,38,15
2762, 8ee13119-15c3-4f24-993c-b0418fcef809, 6,13,20,12
2763, b1c73462-cd5e-4106-8a8b-0bc77ce0e932, 3,25,7,34
2764, c6732d32-5075-40c9-be93-ee8d3e3e0ab7, 36,32,39,32
2765, b72ef33e-248f-44cc-abbf-aaab41611291, 28,30,19,17
2766, 80e774f9-0eab-4bed-8b34-a746a9d5736b, 27,9,2,22
2767, 05703d00-7a44-4afe-8c14-23ffae218532, 30,27,25,36
2768, 894fe6a9-8c16-477c-8bea-0a4a8f2fafac, 10,24,36,37
2769, 46b64d58-a414-44be-bbae-1e9ce206d9a2, 10,36,16,3
2770, 92641b78-ff38-41ab-9fba-47130be69a83, 6,10,19,3
2771, e6e0f11b-81e7-40cd-8978-d7bc960d7b6f, 24,7,7,34
2772, 7feabefd-4d3d-4172-bb18-46ef9bb6fc1c, 28,18,2,20
2773, 2199a5d8-90a5-4d8e-b7d0-9e13fd402498, 21,33,24,35
2774, 0f85e73e-02b3-4013-896c-7d1621806e2a, 34,38,8,19
2775, badc742d-7315-41e5-a376-4f666c3157df, 27,4,0,1
2776, 3492e8f9-eecc-49e1-b2cb-aa9a7bc6dae0, 15,16,36,27
2777, fe30a881-3736-45b0-8237-748abc761511, 1,12,36,16
2778, 6cad0eb0-1dad-48c9-ae3c-8ce41df685e1, 20,39,20,3
2779, f9eeed22-13d6-41c4-8569-83b8eae2040b, 27,36,26,19
2780, 0be300ff-1ea7-4a5b-a414-a35470f3f2f3, 3,20,14,39
2781, 0178e857-32a5-46b9-8401-fb53c8ead467, 20,24,22,29
2782, 87579ccd-d72d-40f1-9056-f479435b8c66, 33,7,29,27
2783, 67311929-d52d-4946-a2fb-4211d5d7a584, 34,31,28,26
2784, cf730bef-76ff-4043-840b-0bac982932f5, 26,6,36,10
2785, 01836138-3e07-4863-baa3-2c9a1bc228d6, 39,10,10,24
2786, bdafce84-0b17-4bde-a402-1cc7bee6afcf, 13,13,29,38
2787, a29ea31e-94d7-4827-a114-2d5a98304eee, 22,9,22,4
2788, 4c5e54f4-4693-4511-96f3-b3e22a71e63e, 2,25,8,11
2789, b1243fe2-d254-4393-bcf1-a10e52a6e48e, 15,34,18,18
2790, f74acdab-8e70-4009-865f-a3184decbd3e, 8,1,3,30
2791, d39b81b2-8364-4572-8a0f-6d95dfc3984d, 18,17,38,28
2792, 737cd20e-b04c-453b-8739-0014072e692a, 31,5,15,10
2793, c27acfd7-d9da-4162-ab20-410e7a5f558d, 16,2,7,37
2794, 11cecf0b-4f84-4095-a9fd-bcc0480eca4c, 30,32,28,23
2795, 4c491257-424f-419a-b4a3-b68bd4029968, 14,5,12,31
2796, 3bd04077-cfef-410e-847d-e5421bf58ae3, 39,31,2,10
2797, 009a8dd3-9c96-4917-876c-c3ee088b33a5, 8,1,22,18
2798, 5e222064-d75b-4d1a-9593-5d3a87ef2df9, 8,8,8,35
2799, bf2eaf46-2301-44b1-b295-0cb8689b3775, 18,18,31,25
2800, f139cdde-cad3-4e89-8a86-85e8fa3228f0, 21,1,29,9
2801, 8b3dd15f-d458-4e4f-bca1-a3ef4232ca6d, 26,13,23,32
2802, 17482dd4-a50a-4bf9-b60f-8222cc5408b8, 32,21,28,33
2803, b77aba13-c7b2-4bb5-b5d2-9226c0d4b811, 0,39,24,7
2804, 34e387c7-38e8-4406-8cac-5ecd280e5dda, 29,3,38,37
2805, 0bdc8171-cb82-4a03-bad9-331d1f18de63, 11,34,23,32
2806, 2fdb860b-7ad1-42f8-be33-c93a9b7dba80, 20,19,34,12
2807, 8d7370f9-1dd3-4b93-9d6c-ad09ba497b56, 27,3,34,13
2808, 3aeb559b-6cbe-47ba-8587-3dc4b6f41338, 6,30,19,2
2809, f33a6743-ecf0-4299-8108-9815b844bc34, 38,32,27,29
2810, 1f849648-8586-4919-8d8d-8367dfde4afb, 13,4,2,21
2811, 0cf56e51-14a5-4133-a4c0-37f7031fcbda, 33,35,23,4
2812, fa875fec-d0a3-4c18-bc7e-987822df3518, 6,39,18,18
2813, e93a1d45-3440-4911-a540-2c335e0b742c, 11,5,7,16
2814, 7b7b8c0a-d204-48e0-b387-80374b993bca, 4,1,19,33
2815, 8ff5b829-7b47-4007-b620-6b4b7217b054, 19,4,7,32
2816, c38117a8-45c6-47b1-a04a-de33073fc412, 34,35,18,33
2817, 0ef79ee1-88a7-4724-a4ff-e6af1bbfac90, 24,6,4,6
2818, 1f68451d-6fc3-431a-8557-df2daf628d13, 23,11,22,15
2819, 32b30b52-b0cd-409c-97f8-98395d6756b3, 1,3,34,6
2820, 906441a0-d2ea-47d7-a3da-d229424cec84, 19,3,25,20
2821, 94a61b1c-9275-4c1c-a82a-00bb59c5130a, 9,8,1,23
2822, 627a42c0-51b9-455f-90ca-c616e666f801, 26,18,31,17
2823, 3ad8ccd1-5775-4c34-8b35-f7ac362ff20a, 0,28,17,11
2824, 06f95b3d-5b4e-47d2-a379-e48311db73d0, 32,15,28,22
2825, 0856e1b7-0d9f-42cc-85c6-acea51b55cb7, 13,15,8,10
2826, 2ddb5aa5-8ae2-42fe-9000-05409ad88944, 18,28,29,17
2827, 8fd5a1d4-6f76-4e77-90a8-04c1cb97dbb7, 27,13,30,31
2828, f226b8fa-9e6b-49f1-abca-65734d3c7cad, 18,35,18,14
2829, eac345dd-e70f-4170-b528-05992f75765c, 29,20,34,39
2830, 025892ec-cca6-46e0-b05d-5ef3234b1093, 13,24,31,27
2831, a9709de0-8c5e-4845-bac7-3717c7dd7fd1, 32,38,27,28
2832, 057321e9-6a98-42ed-8fdd-843d03160fba, 5,5,26,28
2833, 2dca09e0-5f60-47a6-a666-29b35cf6074c, 30,14,7,29
2834, 6f200de1-4180-4060-9abe-6063f43a6dfd, 32,9,23,4
2835, bb03bcc4-1881-426e-81ca-1b955cffb4e5, 27,33,18,8
2836, d99676f0-707b-420c-b1f9-a6a2441dda91, 0,28,17,35
2837, a0718dd7-f6a9-4080-a8ed-551ea2ecf76e, 20,11,26,6
2838, f1a566b8-a89f-45dd-97d3-b341b8d69195, 21,31,1,17
2839, f14e16cf-f73c-4bc7-af63-098fba2987b9, 18,2,35,14
2840, 29de53d1-c910-429d-83a1-df1c508d5963, 22,20,3,30
2841, 624194e3-7fe1-4fef-abb3-2c944563411f, 1,18,37,21
2842, 8db453fd-3b4e-480c-8aff-1195ae756ade, 22,8,13,26
2843, 1326d4ae-9513-4df4-94a0-47b9ddbbc4e9, 32,15,20,19
2844, b96eef5d-9abb-4cae-981e-c45302dc99ed, 25,31,17,35
2845, 79a9b64f-6c4f-4e92-b681-6f5d5c7ac456, 23,16,36,16
2846, 564b0625-cf6f-47c7-b45c-5661e162ef35, 25,4,5,4
2847, 3bba1568-c506-4c6b-99ff-f444298db1ab, 23,29,9,17
2848, 6545dfe7-7a05-4014-a4ac-9823a5d7d1c4, 19,36,20,25
2849, a9d24ffe-0ac5-49f4-9385-f16884649bd8, 0,3,12,25
2850, 0dce5eb2-c3b7-4376-bd59-d43f5b04f4a5, 31,13,11,8
2851, 6ae5f7f0-1f9c-4f6d-9170-ce08d6bb3bd3, 34,16,19,14
2852, 9e51aa7f-3a28-47d6-b8d6-5adec9d86b10, 20,18,0,32
2853, d300a804-6b1f-4aa4-9895-0912ed50de54, 37,31,32,7
2854, dbc83a3a-7a36-45c7-bfba-fec14adbd8d4, 16,19,36,27
2855, 1ea31377-6f4d-4330-9869-2f19bc4e99f1, 7,4,25,6
2856, 6042d421-d981-4fd2-88e7-68d65ebaee26, 34,19,10,38
2857, 877f1408-e279-448c-adc0-afd3f3e34087, 25,0,16,23
2858, b219f87a-694b-4458-8c20-04c2653bca57, 27,19,14,39
2859, e8fe20d5-4585-451a-b54e-f52f75e83d44, 20,16,37,32
2860, 664b3f8a-ea12-4455-8d25-3137371aec7a, 33,3,21,11
2861, caccad13-1ea5-4e29-9fe2-70bdf188734b, 7,6,34,20
2862, a74f4e2c-1c4a-48c0-b67b-27d60c7f94ed, 18,29,34,4
2863, 9d1f9094-3642-431a-be31-2c96a8caa8e5, 20,5,15,26
2864, 6590900b-5b6a-41e3-9486-b4e82a259a34, 38,20,27,12
2865, 07493d25-2623-4597-a3f0-a2cde389a961, 21,35,32,1
2866, ea00e1fe-f673-4181-ad18-96b0179f1c12, 7,14,26,21
2867, 1aba9b85-70f5-4b4e-959e-34822c32d99f, 8,36,33,23
2868, 2aca7db7-da0d-4439-9c1d-44cfd3628186, 2,29,30,28
2869, b03b4d16-d43c-483b-a103-588e7e5125ea, 21,12,13,33
2870, 1f765a33-ade6-40c3-9b7d-408a36061221, 2,26,0,26
2871, fe320ddf-4b82-4e99-903e-ff5fed5ce4ea, 28,39,16,15
2872, 6576eabc-adc6-4c6b-ab84-30572da9d7e2, 28,17,22,25
2873, 8288a5bd-9048-4076-9e04-5c3ec1ade2e9, 14,30,34,19
2874, 5b9894ee-d4a3-4e12-bd9e-36d734149328, 39,16,8,30
2875, 0bf0e0d3-c063-4c74-8c93-0fe85fce285c, 12,20,20,37
2876, 45b7eb03-5462-4d10-a6a0-529e0ba10938, 35,1,4,24
2877, 82ac3ee6-ef0a-42e7-8601-6c1c467167ca, 12,29,34,36
2878, 2b755d90-55d7-4894-ad96-a607caebddac, 10,30,6,27
2879, aa3a7b98-2e7e-4eb6-8fdc-99da02e19468, 18,10,28,28
2880, 5be0d0d0-f6ef-427a-bb9a-b5a2eb371256, 26,35,22,31
2881, 8f7c87d0-14da-4468-8ab4-f874c801e84b, 24,26,9,26
2882, 041e2b98-671f-4109-92ed-ceda9140f79a, 23,16,12,13
2883, f4c0d513-c840-4cfa-acce-db364b0a871a, 39,33,2,23
2884, fb1e67b5-97eb-4fbe-8345-c6f7571434d6, 5,11,29,19
2885, 824e97ac-ff56-4da3-acd8-589993c70a34, 33,24,38,38
2886, b4b33706-f91b-45cb-96c8-70bae387ef3b, 36,35,38,27
2887, 96cf7e6a-c08c-4fab-939e-edd7a3f03606, 13,38,4,22
2888, ebcdfa63-9f69-4860-9737-ed8582e1e37a, 13,6,13,10
2889, b3a4a95b-1641-4d75-80f7-cb54ad9774f3, 12,6,6,5
2890, 35c7e8f7-5832-46c7-b544-5739fc128ae2, 12,25,3,19
2891, e741e0ef-d566-4952-9240-3cd72226604f, 0,34,38,33
2892, f122f664-b920-4905-88cb-08912a58f952, 2,27,35,6
2893, d891456a-defa-41fe-9aaf-d655fcbd32d8, 31,17,7,13
2894, dbffb9e7-0ee2-4b72-9a5c-4da5ba2d51a4, 8,2,37,9
2895, 4a9dc43e-45f4-4fdf-8b31-f3edc621db31, 9,30,16,36
2896, 11b31a1f-7121-417b-b4e2-faac799581ee, 30,9,30,8
2897, 2f90aae6-f7f8-4385-9f53-ffabbe9f5ec4, 11,17,33,22
2898, 384313cf-811b-4a06-ae9b-029ffc3304dc, 38,31,20,4
2899, b07a462d-2ed3-48bf-be57-f0da7cc91948, 8,2,33,9
2900, 5e798609-97cd-4086-9ba1-966aae90b681, 0,32,21,30
2901, 0e7cc350-e1c2-46e0-9a12-995dbce0628f, 4,21,31,11
2902, 74041ba6-12eb-4acc-b644-9bde3c7e11fc, 35,30,13,0
2903, 19323b4d-bed8-473f-a0c9-b9bf210208d2, 30,26,13,31
2904, 1f94ee0f-8750-4513-a372-c3f0eb16053a, 25,24,38,23
2905, 7beba42e-e84b-4946-9688-7c79cab7ff8a, 6,21,28,15
2906, b59ab7fa-a5db-479f-8161-4fb45ffd1f09, 13,7,12,11
2907, 7ded548e-2500-4e1e-ae8e-13d4fc37f364, 4,14,12,5
2908, e9f85759-2a2c-45b1-9409-8a642c5b9ad8, 16,19,21,11
2909, df4eb138-cefc-45de-a7f8-7480c8a278b4, 25,25,19,17
2910, d13306c2-a207-4132-af49-8fd33b70092a, 5,5,34,2
2911, a4d3d0a0-9bcf-42c1-a099-bc8d86d29718, 12,3,30,38
2912, c39de98c-af13-4dc3-b301-1efe8d489072, 22,17,21,11
2913, 0df6ab84-282c-4373-bfe8-45ef24a97ede, 28,35,20,39
2914, 525a02ad-720e-473d-a9c1-a2d9d8b47fdb, 23,7,17,12
2915, 1dd07373-6046-4540-b42c-cfab288378fe, 33,38,10,27
2916, 87a05e56-529b-4f36-9979-0d8dd01a7057, 3,0,2,39
2917, 4c89cf92-660c-46ba-bee7-d7dca9f3dfbe, 4,14,9,13
2918, 0f1df2b9-a737-4aa6-a08d-098e8b269326, 39,23,25,26
2919, 7487722e-dffb-48c2-8aa6-06661bf19025, 1,25,28,6
2920, 3531d5e2-227a-4a9c-a043-7475102f1762, 38,12,0,0
2921, 2ab184d4-2f94-4497-87d1-6a06e5704950, 4,7,24,29
2922, 08d350f2-a14f-43a2-bc1e-f50539ab89db, 35,34,29,7
2923, 5e888c84-120b-431a-8a76-2eb741b782e4, 17,29,8,9
2924, ba9cb85f-a1da-44d7-a920-9ce341c07bca, 7,6,32,10
2925, c2ea29f8-d2f3-448c-b943-3ba318b95a36, 36,21,28,35
2926, b0cb0175-c2ce-469d-9356-69fe210f8236, 11,38,17,9
2927, e56b1f21-3420-4c2c-8c51-43a5ccb8b1f0, 16,9,26,24
2928, 8d55e325-207c-45da-aa52-61abacabdaa4, 17,24,8,33
2929, eb478c18-398d-47f1-97fe-944a1e044e6b, 19,21,23,6
2930, 056d31b7-5694-4b2b-8ef4-26e2e275303d, 9,4,22,5
2931, 4fd351b1-3792-400b-a826-f40f7477be77, 11,5,35,11
2932, a4ce9507-f671-4365-b780-2fab7b28ef07, 2,7,12,2
2933, 8d4644cf-22ca-4f96-8661-64196bc8225d, 33,3,32,27
2934, 8524afcf-54df-4d9a-b97d-91b2c77656cb, 29,0,15,13
2935, d6c41360-24f5-42d6-9025-2be98bd2d25d, 2,20,37,21
2936, b2f0d787-8834-4ebf-8a99-fe68debfe674, 4,34,14,34
2937, 3722a766-1e22-4704-b50b-78fe96cddc82, 12,19,35,25
2938, 128e7a4d-8488-4868-aa96-809d01680e42, 4,9,28,35
2939, 82daac08-0984-4c29-9c57-07cda11aed7c, 35,10,29,3
2940, c6b45d7e-3996-4714-a463-6b3677b34946, 18,10,38,17
2941, fa3d27f1-bb80-4dc3-bd19-9df530e93a80, 22,3,9,31
2942, 6b548876-651b-40d6-ad78-7b5ec90d9c2f, 9,4,1,22
2943, d9a756c7-d8e1-444f-8f36-fc619995e3d2, 29,20,14,1
2944, 243525d7-9883-4461-9f31-6cc11b17385d, 12,34,22,39
2945, 0500544f-5951-4780-838a-25b4f7462558, 15,12,5,3
2946, 22327c6d-8c89-43cc-8610-5008414c6659, 8,30,32,17
2947, 07772414-0420-4f0b-8ec2-7271a4f4f9e9, 26,31,17,26
2948, 09e914c1-bc93-4b54-b51a-e84871c2be47, 8,39,20,29
2949, e7812d32-2a07-4f78-bd96-5c74ea4344d4, 39,22,0,23
2950, 0069922e-b9ba-4bc4-ab19-d48f547a8eaf, 28,21,7,4
2951, a05da86c-a4ed-4cf5-859f-eb844e65da48, 29,33,24,23
2952, ddddfeeb-2263-43db-beb1-25209889c5b8, 13,8,28,9
2953, 71e77905-0e57-4f81-9c10-e966bed6a473, 34,10,14,19
2954, 307db3c2-c865-4c0d-a3a6-34c710a8cf74, 6,23,31,5
2955, 014a4c76-2bb6-4b73-893e-5b85683fbc47, 31,27,8,9
2956, 2bc41f4c-d686-4538-ba72-31f1e76aca7d, 5,31,32,10
2957, e9b1d155-94d8-4c2b-95f7-e9cde723c36c, 24,26,22,10
2958, a85649e1-3ca3-4f0e-934f-dda5f87bbda8, 22,19,20,24
2959, de7b9c98-749a-41b5-8b3c-fc79b6ea8b91, 1,17,19,3
2960, b724753b-cf4e-403e-a3c4-a7045389629c, 6,21,24,19
2961, de4aa1e8-46bf-4b00-83ea-99a468772e01, 13,22,10,37
2962, 417ce824-417b-47fe-81a8-6b6b2d8d87c4, 34,6,1,35
2963, b497fe6e-6362-4688-b6a5-149434ae5974, 28,2,21,29
2964, 25a7f1df-7c5e-416d-85f0-77fc44bb41df, 35,27,18,2
2965, 18aa8095-7307-4627-a422-ec7064d3e5ad, 5,34,31,25
2966, 0b5716ea-5d3d-4bdc-81d5-76a749978889, 39,30,6,17
2967, 72cd87c3-ab3e-467d-8b37-184fd0901d4f, 24,10,28,5
2968, bcbd6383-bc7a-42de-8018-cf7d6afa52e2, 0,4,8,12
2969, cf01eba8-d822-45f1-8aa3-787a72f3c5d7, 17,12,19,23
2970, 05965d8f-5068-4406-b07a-eb3c06089fc3, 16,6,2,14
2971, bf4f43f7-95c8-4f22-aae1-7a4c82b5896d, 16,15,13,39
2972, 73ae6a3f-463b-4b53-890b-b0f8f460f1e6, 11,36,1,34
2973, 38b01411-dc4f-41db-bb6c-a4fd897c895d, 37,3,26,7
2974, a1b54a59-8f66-471c-a491-595384c96c2b, 17,5,0,6
2975, c20953a9-3399-462d-8fe5-45c512f1cabe, 21,22,36,36
2976, 0c0f9a3b-9e18-4e1b-8353-8917d5599630, 20,20,8,2
2977, a8b9052f-9152-47f8-9482-439c7973d9f6, 7,17,30,6
2978, 25ccfc59-0d9f-4ade-a937-c75e15b89900, 38,28,38,35
2979, 2c241705-0c84-4e9e-a0aa-ba38aea3215c, 11,24,31,26
2980, 45b10313-016e-408b-85a2-771c9ef1363e, 18,26,24,15
2981, f9070a72-c3db-419b-abba-59fdc107bcda, 7,23,16,36
2982, a2d84f48-3a9f-4579-bb31-e16115ab88e4, 20,13,0,19
2983, 45834295-16af-415c-89dd-19fe0db0a2d5, 15,2,7,25
2984, acc27412-3b3b-4ff5-9465-347494109f41, 8,16,14,32
2985, 742c8cf0-eecd-45a1-a03f-7d20e98418ac, 8,32,4,0
2986, e8a1e430-ad1c-44f5-8d3d-3eb471beac38, 6,11,22,8
2987, f6bc25b8-adbe-4a01-bf59-9fbd0a61ffb2, 3,15,10,33
2988, f0d16c37-e6ff-4324-9086-8715f0954d9b, 20,34,14,36
2989, ff44c3d1-377e-4ac4-9f68-b1731e23cdd4, 33,17,37,23
2990, 8da62129-7da0-49f8-bd3a-c2f319e81292, 27,39,0,24
2991, 04622f4a-12bd-47fc-a892-8c0489f3651d, 14,28,36,32
2992, 6c5e7673-bbff-4e81-8f4b-0f7de379c60d, 22,0,23,26
2993, a6512e34-e904-41b6-a3d0-5686274dacc9, 20,19,39,34
2994, 2bea239a-2106-40e7-8805-a0a7b91552e5, 28,11,27,21
2995, f50abedc-33bc-4cdf-a3ce-ba7c8c5c6435, 18,36,13,5
2996, abb5282e-e287-4980-a8c4-eebed23379ee, 39,33,1,24
2997, 018251ad-5e3d-4aff-802f-fde0699663c2, 34,22,21,30
2998, 42a4d961-935d-445e-9d4e-4c1470c93276, 9,32,12,30
2999, 90b296bd-716a-452e-93aa-debe77a4117c, 38,27,14,14
3000, ae78a00a-c09b-449e-b5bf-769c4bc262ac, 29,24,36,23
3001, f199f8c4-9870-4f00-ba52-c54009e4621c, 25,22,30,12
3002, bf7da51d-d55e-4d5a-bc37-6930cd1c7dba, 33,3,16,30
3003, 60c3a9fd-2d05-455b-bf35-eb17b936b139, 25,5,29,37
3004, 22d88896-e99b-4019-bbcb-6f2ec6763c06, 29,0,30,35
3005, 60a3129f-e4d2-4436-835e-311d36976ec6, 5,14,8,15
3006, 03490407-d5f5-455e-98ff-de1f7fb07888, 21,30,19,37
3007, 48e4abdb-4a10-48dc-91e6-2f8433d1f45b, 3,14,25,5
3008, 412bb4f1-5536-4fa5-8b41-6618271186a6, 27,9,8,15
3009, 81897bb5-fd70-4919-aee0-699ebb873da4, 11,7,14,8
3010, 2280ff58-b00e-4df1-8352-a7a25829644d, 10,34,18,26
3011, 0358cc0a-0af0-41c3-9504-121d26cdf979, 31,25,29,26
3012, 7cd2624d-4854-4847-b157-35df31b6f6ed, 7,26,11,17
3013, 00856885-3685-4495-912b-7307832d7e8e, 29,3,7,5
3014, c89ce554-68cc-463f-8cd6-76369b37f44c, 39,24,13,9
3015, ae692c35-82c1-40dc-b8a7-ec2678767060, 39,2,35,34
3016, d627a73c-ad84-465c-97d1-6b11aee8d16f, 1,4,1,19
3017, 72c2797c-5e20-4c83-8423-5e68a3725487, 19,34,27,39
3018, 700ed418-574d-4194-af43-6efef069f7a6, 39,28,38,3
3019, dd5f62c8-517c-41dc-96aa-e41e3d02ae27, 31,33,15,36
3020, ae3de724-48c9-4467-950f-64bff6ac2265, 36,15,35,28
3021, efbcf306-2bcf-42c6-b213-fbafdbea9874, 4,32,9,22
3022, 55d56072-c19f-415e-b087-84fc020da858, 13,30,5,2
3023, 1f25bf80-109d-493b-a337-ce4c05c58c27, 28,23,6,26
3024, d5d043e2-4d8a-41bf-b4f9-c67f45295dda, 21,27,9,22
3025, 2e0563a5-2782-4980-a84b-e48687e78e5e, 28,9,8,30
